id,alpha
1240,4.302192531218466
1241,4.2236991688542025
1242,3.918972431259415
1243,4.050418154205556
1244,4.284526823958896
1245,4.253907540799358
1246,3.798020106410255
1247,3.7575459959359274
1248,3.546150261971616
1249,3.774742508582351
1250,3.5169927109453387
1251,3.5599941704039737
1252,4.001018159635595
1253,4.385891006696458
1254,3.782765115050432
1255,3.561111115444597
1256,4.2923519694257
1257,4.147314866063474
1258,3.9028429412817074
1259,3.7633433501575375
1260,4.298841273939377
1261,2.8128172160884533
1262,3.8466771115937815
1263,3.9096274744415465
1264,3.5850565724368124
1265,3.904257407819862
1266,3.760372997304224
1267,3.67549201484034
1268,3.9395699656125784
1269,3.5183231669535875
1270,3.5747070015190867
1271,4.68673814585729
1272,4.242352442486663
1273,4.001638683273849
1274,3.924182273656928
1275,3.799531406250422
1276,3.817130005210504
1277,3.8285282137889576
1278,4.287844019508316
1279,3.8286966332143773
1280,3.6912006214606623
1281,4.034942988057071
1282,3.4165228917180905
1283,3.9935327853983593
1284,3.6431677532751974
1285,3.475288055395226
1286,4.47188007214027
1287,3.7244257848318503
1288,3.276691782977052
1289,4.244990424605013
1290,3.4327963488280715
1291,3.7217196557284145
1292,4.4986429500598435
1293,4.281765386159935
1294,3.6218586885543615
1295,3.162470562775028
1296,4.0401121542617515
1297,3.7000886056696674
1298,4.4903148675742575
1299,3.7837536063161448
1300,3.9309581293205484
1301,3.615516897445697
1302,3.870468549998742
1303,3.2301957996092487
1304,3.8570756137419964
1305,3.9154466471747966
1306,3.5627753002574654
1307,3.0230980051008003
1308,3.9525783260382368
1309,3.6958884450464713
1310,4.268656755528492
1311,4.093091302641151
